611100614|110000|{23008615}|观音寺|guanyinsi|14|2018-02-22 15:46:36|2018-02-22 15:55:42
611100345|110000|{23008617,23008615}|和义|heyi|43|2018-02-22 15:46:36|2018-02-22 15:55:43
611100612|110000|{23008615}|黄村火车站|huangcunhuochezhan|22|2018-02-22 15:46:36|2018-02-22 15:55:45
611100611|110000|{23008615}|黄村中|huangcunzhong|45|2018-02-22 15:46:36|2018-02-22 15:55:45
611100402|110000|{23008622}|平谷其它|pingguqita1|30|2018-02-22 15:46:36|2018-02-22 15:56:32
611100796|110000|{23008611}|西关环岛|xiguanhuandao|42|2018-02-22 15:46:36|2018-02-22 15:55:39
18335749|110000|{23008617,23008615}|旧宫|jiugong1|70|2018-02-22 15:46:36|2018-02-22 15:55:46
611100343|110000|{23008617,23008615}|科技园区|kejiyuanqu|85|2018-02-22 15:46:36|2018-02-22 15:55:47
611100610|110000|{23008615}|天宫院|tiangongyuan|13|2018-02-22 15:46:36|2018-02-22 15:55:47
18335751|110000|{23008617,23008615}|西红门|xihongmen|60|2018-02-22 15:46:36|2018-02-22 15:55:48
1100002092|110000|{23008615}|郁花园|yuhuayuan|5|2018-02-22 15:46:36|2018-02-22 15:55:48
611100608|110000|{23008615}|枣园|zaoyuan|39|2018-02-22 15:46:36|2018-02-22 15:55:50
18335778|110000|{23008625,23008629}|马驹桥|majuqiao1|39|2018-02-22 15:46:36|2018-02-22 15:55:51
18335750|110000|{23008625,23008615,23008629}|亦庄|yizhuang1|74|2018-02-22 15:46:36|2018-02-22 15:55:52
611100595|110000|{23008629}|亦庄开发区其它|yizhuangkaifaquqita1|17|2018-02-22 15:46:36|2018-02-22 15:55:52
611100364|110000|{23008624}|后沙峪|houshayu1|37|2018-02-22 15:46:36|2018-02-22 15:55:53
611100361|110000|{23008624}|李桥|liqiao1|4|2018-02-22 15:46:36|2018-02-22 15:55:53
611100362|110000|{23008624}|马坡|mapo|45|2018-02-22 15:46:36|2018-02-22 15:55:54
18335738|110000|{23008613,23008625,23008624}|首都机场|shoudoujichang1|18|2018-02-22 15:46:35|2018-02-22 15:55:54
611100360|110000|{23008624}|顺义城|shunyicheng|87|2018-02-22 15:46:36|2018-02-22 15:55:55
611100404|110000|{23008624}|顺义其它|shunyiqita1|85|2018-02-22 15:46:36|2018-02-22 15:55:56
611100363|110000|{23008624}|天竺|tianzhu1|5|2018-02-22 15:46:36|2018-02-22 15:55:56
18335770|110000|{23008613,23008624}|中央别墅区|zhongyangbieshuqu1|98|2018-02-22 15:46:36|2018-02-22 15:56:13
611100697|110000|{23008616}|长阳|changyang1|95|2018-02-22 15:46:36|2018-02-22 15:56:15
611100715|110000|{23008616}|城关|chengguan|91|2018-02-22 15:46:36|2018-02-22 15:56:18
611100712|110000|{23008616}|窦店|doudian|28|2018-02-22 15:46:36|2018-02-22 15:56:18
611100396|110000|{23008616}|房山其它|fangshanqita|65|2018-02-22 15:46:36|2018-02-22 15:56:19
611100714|110000|{23008616}|韩村河|hancunhe1|8|2018-02-22 15:46:36|2018-02-22 15:56:21
611100696|110000|{23008616}|良乡|liangxiang|169|2018-02-22 15:46:36|2018-02-22 15:56:24
611100713|110000|{23008616}|琉璃河|liulihe|24|2018-02-22 15:46:36|2018-02-22 15:56:25
611100711|110000|{23008616}|阎村|yancun|36|2018-02-22 15:46:36|2018-02-22 15:56:26
611100709|110000|{23008616}|燕山|yanshan|32|2018-02-22 15:46:36|2018-02-22 15:56:26
611100717|110000|{23008620}|滨河西区|binhexiqu1|28|2018-02-22 15:46:36|2018-02-22 15:56:26
611100710|110000|{23008623,23008620}|城子|chengzi|45|2018-02-22 15:46:36|2018-02-22 15:56:27
611100716|110000|{23008620}|大峪|dayu|41|2018-02-22 15:46:36|2018-02-22 15:56:28
611100718|110000|{23008620}|冯村|fengcun|12|2018-02-22 15:46:36|2018-02-22 15:56:29
611100400|110000|{23008620}|门头沟其它|mentougouqita1|70|2018-02-22 15:46:36|2018-02-22 15:56:31
611100403|110000|{23008623,23008620}|石景山其它|shijingshanqita1|25|2018-02-22 15:46:36|2018-02-22 15:56:32
611100719|110000|{23008620}|石门营|shimenying|13|2018-02-22 15:46:36|2018-02-22 15:56:32
18335774|110000|{23008619}|怀柔|huairouchengqu1|58|2018-02-22 15:46:36|2018-02-22 15:56:33
611100399|110000|{23008619}|怀柔其它|huairouqita1|2|2018-02-22 15:46:36|2018-02-22 15:56:35
611100401|110000|{23008621}|密云其它|miyunqita11|94|2018-02-22 15:46:36|2018-02-22 15:56:37
611100406|110000|{23008628}|延庆其它|yanqingqita1|37|2018-02-22 15:46:36|2018-02-22 15:57:02
